Member_number,Recency,Frequency,Monetary,Cluster
KH4451,402.0,2.0,18.9,Churned Customers
KH4452,37.0,4.0,44.6,Potential Loyalists
KH4453,129.0,18.0,158.6,Loyal Customers
KH4454,7.0,3.0,14.1,Potential Loyalists
KH4455,4.0,16.0,105.66,Potential Loyalists
KH4456,144.0,17.0,91.55,Big Spenders
KH4457,118.0,10.0,63.8,Potential Loyalists
KH4458,649.0,6.0,38.2,One-time Shoppers
KH4459,12.0,12.0,76.1,Potential Loyalists
KH4460,171.0,8.0,49.15,Big Spenders
KH4461,320.0,9.0,81.0,Churned Customers
KH4462,206.0,12.0,46.9,Big Spenders
KH4463,57.0,10.0,111.3,Potential Loyalists
KH4464,70.0,17.0,89.6,Potential Loyalists
KH4465,366.0,4.0,51.6,Churned Customers
KH4466,118.0,10.0,57.6,Potential Loyalists
KH4467,38.0,11.0,95.4,Potential Loyalists
KH4468,198.0,17.0,156.1,Big Spenders
KH4469,73.0,7.0,111.2,Potential Loyalists
KH4470,7.0,14.0,117.0,Potential Loyalists
KH4471,305.0,9.0,81.0,Churned Customers
KH4472,445.0,2.0,9.0,Churned Customers
KH4473,114.0,14.0,177.5,Loyal Customers
KH4474,20.0,11.0,72.5,Potential Loyalists
KH4475,271.0,5.0,62.1,Big Spenders
KH4477,318.0,7.0,58.95,Churned Customers
KH4478,26.0,9.0,72.05,Potential Loyalists
KH4479,323.0,9.0,29.1,Churned Customers
KH4480,566.0,5.0,46.06,One-time Shoppers
KH4481,467.0,4.0,30.5,One-time Shoppers
KH4482,30.0,11.0,98.2,Potential Loyalists
KH4483,137.0,4.0,21.53,Big Spenders
KH4484,33.0,6.0,41.92,Potential Loyalists
KH4485,158.0,12.0,128.55,Big Spenders
KH4486,28.0,26.0,206.66,Loyal Customers
KH4487,163.0,19.0,194.7,Loyal Customers
KH4488,379.0,6.0,44.0,Churned Customers
KH4489,41.0,8.0,67.94,Potential Loyalists
KH4490,708.0,4.0,17.6,One-time Shoppers
KH4491,468.0,2.0,17.1,One-time Shoppers
KH4492,199.0,9.0,85.0,Big Spenders
KH4493,62.0,10.0,52.5,Potential Loyalists
KH4494,58.0,21.0,277.9,Loyal Customers
KH4495,14.0,23.0,160.55,Loyal Customers
KH4496,341.0,2.0,13.0,Churned Customers
KH4497,206.0,4.0,21.2,Big Spenders
KH4498,255.0,11.0,88.2,Big Spenders
KH4499,62.0,15.0,203.26,Loyal Customers
KH4500,205.0,10.0,75.6,Big Spenders
KH4501,198.0,13.0,73.22,Big Spenders
KH4502,38.0,9.0,42.04,Potential Loyalists
KH4503,11.0,11.0,130.3,Loyal Customers
KH4504,117.0,14.0,76.3,Potential Loyalists
KH4505,257.0,13.0,118.75,Big Spenders
KH4506,141.0,2.0,8.7,Big Spenders
KH4507,137.0,6.0,59.7,Big Spenders
KH4508,84.0,13.0,61.4,Potential Loyalists
KH4509,31.0,20.0,290.74,Loyal Customers
KH4510,118.0,17.0,189.76,Loyal Customers
KH4511,184.0,7.0,70.7,Big Spenders
KH4512,9.0,15.0,193.2,Loyal Customers
KH4513,56.0,5.0,53.49,Potential Loyalists
KH4514,531.0,2.0,14.6,One-time Shoppers
KH4515,198.0,19.0,128.5,Big Spenders
KH4516,23.0,7.0,45.2,Potential Loyalists
KH4517,430.0,2.0,26.0,Churned Customers
KH4518,163.0,5.0,32.8,Big Spenders
KH4519,57.0,5.0,101.6,Potential Loyalists
KH4520,647.0,6.0,21.0,One-time Shoppers
KH4521,106.0,2.0,10.0,Potential Loyalists
KH4522,226.0,8.0,21.9,Big Spenders
KH4523,63.0,12.0,203.95,Loyal Customers
KH4524,4.0,22.0,153.0,Loyal Customers
KH4525,84.0,15.0,129.4,Loyal Customers
KH4526,128.0,20.0,153.76,Loyal Customers
KH4527,73.0,11.0,76.5,Potential Loyalists
KH4528,78.0,4.0,15.4,Potential Loyalists
KH4529,220.0,10.0,71.36,Big Spenders
KH4530,109.0,4.0,10.6,Potential Loyalists
KH4531,75.0,17.0,109.07,Potential Loyalists
KH4532,31.0,6.0,65.1,Potential Loyalists
KH4533,223.0,6.0,32.4,Big Spenders
KH4534,441.0,4.0,37.5,Churned Customers
KH4535,25.0,7.0,23.4,Potential Loyalists
KH4536,108.0,11.0,80.0,Potential Loyalists
KH4537,10.0,13.0,116.5,Potential Loyalists
KH4538,32.0,8.0,84.8,Potential Loyalists
KH4539,296.0,9.0,47.3,Churned Customers
KH4540,71.0,12.0,179.76,Loyal Customers
KH4541,256.0,10.0,140.4,Big Spenders
KH4542,346.0,6.0,47.7,Churned Customers
KH4543,68.0,6.0,83.5,Potential Loyalists
KH4544,343.0,12.0,65.65,Churned Customers
KH4546,118.0,11.0,127.7,Loyal Customers
KH4547,346.0,7.0,59.1,Churned Customers
KH4548,153.0,15.0,150.7,Big Spenders
KH4550,51.0,16.0,135.1,Loyal Customers
KH4551,155.0,4.0,38.4,Big Spenders
KH4552,74.0,8.0,28.5,Potential Loyalists
KH4553,200.0,7.0,44.7,Big Spenders
KH4554,125.0,9.0,102.6,Big Spenders
KH4555,53.0,14.0,77.7,Potential Loyalists
KH4556,135.0,9.0,118.2,Big Spenders
KH4557,72.0,8.0,143.0,Loyal Customers
KH4558,269.0,6.0,73.9,Big Spenders
KH4559,232.0,10.0,54.2,Big Spenders
KH4560,180.0,4.0,23.2,Big Spenders
KH4561,482.0,9.0,66.4,One-time Shoppers
KH4562,419.0,4.0,11.4,Churned Customers
KH4563,186.0,12.0,116.8,Big Spenders
KH4564,56.0,17.0,142.26,Loyal Customers
KH4565,0.0,2.0,2.2,Potential Loyalists
KH4566,122.0,13.0,153.96,Loyal Customers
KH4567,89.0,12.0,134.0,Loyal Customers
KH4569,156.0,12.0,125.14,Big Spenders
KH4570,130.0,6.0,32.5,Big Spenders
KH4571,269.0,6.0,59.5,Big Spenders
KH4572,62.0,18.0,134.8,Loyal Customers
KH4573,7.0,16.0,112.5,Potential Loyalists
KH4574,30.0,21.0,135.9,Loyal Customers
KH4575,20.0,8.0,31.74,Potential Loyalists
KH4576,104.0,14.0,159.4,Loyal Customers
KH4577,56.0,6.0,86.25,Potential Loyalists
KH4578,478.0,9.0,62.44,One-time Shoppers
KH4579,62.0,16.0,111.15,Potential Loyalists
KH4580,31.0,8.0,124.02,Potential Loyalists
KH4581,271.0,6.0,34.0,Churned Customers
KH4582,47.0,9.0,63.7,Potential Loyalists
KH4583,310.0,10.0,62.05,Churned Customers
KH4584,28.0,10.0,174.3,Loyal Customers
KH4585,93.0,21.0,156.55,Loyal Customers
KH4586,460.0,7.0,59.1,One-time Shoppers
KH4587,586.0,2.0,17.6,One-time Shoppers
KH4588,52.0,21.0,176.2,Loyal Customers
KH4589,22.0,16.0,179.9,Loyal Customers
KH4590,498.0,2.0,9.6,One-time Shoppers
KH4591,200.0,9.0,68.0,Big Spenders
KH4592,22.0,16.0,142.9,Loyal Customers
KH4593,134.0,10.0,59.0,Big Spenders
KH4594,190.0,18.0,160.6,Big Spenders
KH4595,145.0,4.0,28.1,Big Spenders
KH4596,208.0,10.0,92.0,Big Spenders
KH4597,170.0,6.0,61.9,Big Spenders
KH4598,42.0,18.0,114.7,Potential Loyalists
KH4599,616.0,4.0,49.4,One-time Shoppers
KH4600,169.0,11.0,98.65,Big Spenders
KH4601,15.0,15.0,166.65,Loyal Customers
KH4602,126.0,3.0,63.5,Big Spenders
KH4603,343.0,10.0,85.12,Churned Customers
KH4604,21.0,4.0,62.3,Potential Loyalists
KH4605,68.0,6.0,49.9,Potential Loyalists
KH4606,229.0,13.0,109.2,Big Spenders
KH4607,15.0,8.0,66.6,Potential Loyalists
KH4608,35.0,12.0,114.0,Potential Loyalists
KH4609,53.0,4.0,71.0,Potential Loyalists
KH4610,164.0,12.0,97.05,Big Spenders
KH4611,125.0,5.0,28.3,Potential Loyalists
KH4612,244.0,4.0,23.1,Big Spenders
KH4613,227.0,12.0,82.82,Big Spenders
KH4614,67.0,10.0,36.6,Potential Loyalists
KH4615,427.0,5.0,53.3,Churned Customers
KH4616,136.0,13.0,72.2,Big Spenders
KH4617,401.0,9.0,87.3,Churned Customers
KH4618,14.0,12.0,108.5,Potential Loyalists
KH4619,197.0,5.0,56.1,Big Spenders
KH4620,294.0,9.0,60.36,Churned Customers
KH4621,642.0,2.0,23.7,One-time Shoppers
KH4622,475.0,8.0,60.94,One-time Shoppers
KH4623,175.0,14.0,121.4,Big Spenders
KH4624,33.0,22.0,260.94,Loyal Customers
KH4625,267.0,5.0,30.5,Big Spenders
KH4626,6.0,7.0,44.7,Potential Loyalists
KH4627,12.0,4.0,108.5,Potential Loyalists
KH4628,20.0,20.0,262.4,Loyal Customers
KH4629,44.0,10.0,61.42,Potential Loyalists
KH4630,549.0,2.0,15.7,One-time Shoppers
KH4631,673.0,2.0,6.8,One-time Shoppers
KH4632,87.0,10.0,80.0,Potential Loyalists
KH4633,135.0,14.0,133.8,Big Spenders
KH4634,229.0,9.0,106.6,Big Spenders
KH4635,75.0,8.0,35.5,Potential Loyalists
KH4636,264.0,17.0,213.55,Big Spenders
KH4637,230.0,11.0,128.9,Big Spenders
KH4638,422.0,8.0,81.52,Churned Customers
KH4639,403.0,2.0,28.6,Churned Customers
KH4640,96.0,9.0,37.69,Potential Loyalists
KH4641,31.0,10.0,89.3,Potential Loyalists
KH4642,27.0,4.0,19.57,Potential Loyalists
KH4643,28.0,16.0,122.15,Potential Loyalists
KH4644,127.0,6.0,47.4,Big Spenders
KH4645,1.0,20.0,101.9,Potential Loyalists
KH4646,152.0,12.0,98.14,Big Spenders
KH4647,316.0,4.0,42.4,Churned Customers
KH4648,83.0,9.0,73.1,Potential Loyalists
KH4649,451.0,11.0,53.86,Churned Customers
KH4650,381.0,11.0,71.32,Churned Customers
KH4651,192.0,8.0,48.7,Big Spenders
KH4652,266.0,13.0,114.3,Big Spenders
KH4653,416.0,4.0,13.4,Churned Customers
KH4654,472.0,7.0,65.06,One-time Shoppers
KH4655,150.0,10.0,54.5,Big Spenders
KH4656,5.0,21.0,200.3,Loyal Customers
KH4657,137.0,20.0,166.8,Loyal Customers
KH4658,169.0,8.0,21.9,Big Spenders
KH4659,369.0,8.0,76.6,Churned Customers
KH4660,173.0,8.0,104.7,Big Spenders
KH4661,234.0,17.0,139.1,Big Spenders
KH4662,43.0,16.0,83.74,Potential Loyalists
KH4663,621.0,6.0,36.65,One-time Shoppers
KH4664,218.0,8.0,59.6,Big Spenders
KH4665,307.0,8.0,59.42,Churned Customers
KH4666,28.0,20.0,210.57,Loyal Customers
KH4667,127.0,17.0,159.0,Loyal Customers
KH4668,332.0,6.0,43.2,Churned Customers
KH4669,188.0,10.0,116.48,Big Spenders
KH4670,80.0,7.0,32.9,Potential Loyalists
KH4671,151.0,22.0,182.45,Loyal Customers
KH4672,55.0,7.0,68.6,Potential Loyalists
KH4673,385.0,7.0,107.4,Churned Customers
KH4674,578.0,6.0,31.2,One-time Shoppers
KH4675,60.0,10.0,70.6,Potential Loyalists
KH4676,349.0,13.0,98.6,Churned Customers
KH4677,76.0,7.0,38.2,Potential Loyalists
KH4678,13.0,12.0,94.2,Potential Loyalists
KH4679,50.0,22.0,277.18,Loyal Customers
KH4680,125.0,9.0,107.39,Big Spenders
KH4681,110.0,14.0,143.62,Loyal Customers
KH4682,227.0,6.0,34.2,Big Spenders
KH4683,98.0,21.0,247.8,Loyal Customers
KH4684,404.0,10.0,67.1,Churned Customers
KH4685,56.0,15.0,145.5,Loyal Customers
KH4686,48.0,13.0,68.3,Potential Loyalists
KH4687,98.0,10.0,63.6,Potential Loyalists
KH4688,89.0,16.0,95.6,Potential Loyalists
KH4689,114.0,7.0,20.9,Potential Loyalists
KH4690,375.0,9.0,81.7,Churned Customers
KH4691,79.0,8.0,97.26,Potential Loyalists
KH4692,64.0,15.0,129.0,Loyal Customers
KH4693,134.0,18.0,105.39,Big Spenders
KH4694,42.0,20.0,152.54,Loyal Customers
KH4695,78.0,26.0,225.41,Loyal Customers
KH4696,134.0,7.0,37.2,Big Spenders
KH4697,110.0,12.0,69.32,Potential Loyalists
KH4698,66.0,8.0,106.2,Potential Loyalists
KH4699,151.0,18.0,162.93,Loyal Customers
KH4700,186.0,16.0,98.45,Big Spenders
KH4701,244.0,8.0,37.95,Big Spenders
KH4702,52.0,7.0,48.39,Potential Loyalists
KH4703,436.0,2.0,8.2,Churned Customers
KH4704,131.0,11.0,106.6,Big Spenders
KH4705,222.0,10.0,55.8,Big Spenders
KH4706,37.0,6.0,73.9,Potential Loyalists
KH4707,322.0,4.0,10.7,Churned Customers
KH4708,89.0,14.0,157.8,Loyal Customers
KH4709,509.0,6.0,55.3,One-time Shoppers
KH4710,235.0,9.0,87.9,Big Spenders
KH4711,104.0,8.0,53.55,Potential Loyalists
KH4712,381.0,10.0,107.9,Churned Customers
KH4713,336.0,6.0,46.8,Churned Customers
KH4714,122.0,4.0,28.4,Potential Loyalists
KH4715,385.0,12.0,96.3,Churned Customers
KH4716,304.0,4.0,64.6,Churned Customers
KH4717,228.0,15.0,97.72,Big Spenders
KH4718,117.0,13.0,125.49,Loyal Customers
KH4719,2.0,16.0,124.1,Potential Loyalists
KH4720,311.0,13.0,113.4,Churned Customers
KH4721,177.0,19.0,156.9,Big Spenders
KH4722,14.0,10.0,117.9,Potential Loyalists
KH4723,222.0,6.0,64.0,Big Spenders
KH4724,118.0,4.0,38.9,Potential Loyalists
KH4725,28.0,10.0,72.22,Potential Loyalists
KH4726,175.0,8.0,62.4,Big Spenders
KH4727,39.0,10.0,39.5,Potential Loyalists
KH4728,115.0,10.0,74.49,Potential Loyalists
KH4729,266.0,6.0,28.74,Big Spenders
KH4730,399.0,4.0,15.6,Churned Customers
KH4731,270.0,6.0,46.6,Churned Customers
KH4732,392.0,2.0,66.2,Churned Customers
KH4733,296.0,9.0,73.14,Churned Customers
KH4734,38.0,11.0,148.3,Loyal Customers
KH4735,273.0,12.0,162.1,Big Spenders
KH4736,162.0,11.0,122.6,Big Spenders
KH4737,102.0,2.0,18.0,Potential Loyalists
KH4738,137.0,6.0,46.5,Big Spenders
KH4739,391.0,4.0,13.2,Churned Customers
KH4740,89.0,10.0,78.7,Potential Loyalists
KH4741,96.0,17.0,113.0,Potential Loyalists
KH4742,45.0,15.0,179.1,Loyal Customers
KH4743,179.0,13.0,118.64,Big Spenders
KH4744,63.0,15.0,61.4,Potential Loyalists
KH4745,6.0,17.0,155.98,Loyal Customers
KH4746,21.0,14.0,137.8,Loyal Customers
KH4747,128.0,16.0,175.42,Loyal Customers
KH4748,15.0,12.0,66.2,Potential Loyalists
KH4749,318.0,9.0,82.75,Churned Customers
KH4750,100.0,11.0,94.52,Potential Loyalists
KH4751,41.0,6.0,50.8,Potential Loyalists
KH4752,226.0,8.0,55.45,Big Spenders
KH4753,52.0,23.0,301.1,Loyal Customers
KH4755,3.0,3.0,9.9,Potential Loyalists
KH4756,103.0,14.0,198.5,Loyal Customers
KH4757,197.0,13.0,103.0,Big Spenders
KH4758,389.0,9.0,39.7,Churned Customers
KH4759,313.0,12.0,154.35,Churned Customers
KH4760,272.0,18.0,122.7,Big Spenders
KH4761,113.0,12.0,81.55,Potential Loyalists
KH4762,61.0,13.0,73.98,Potential Loyalists
KH4763,63.0,8.0,36.8,Potential Loyalists
KH4764,94.0,8.0,53.95,Potential Loyalists
KH4765,178.0,8.0,97.35,Big Spenders
KH4766,92.0,17.0,119.26,Potential Loyalists
KH4768,292.0,4.0,57.0,Churned Customers
KH4769,101.0,12.0,107.85,Potential Loyalists
KH4770,594.0,7.0,63.5,One-time Shoppers
KH4771,369.0,7.0,53.2,Churned Customers
KH4772,376.0,10.0,81.85,Churned Customers
KH4773,51.0,18.0,149.5,Loyal Customers
KH4774,167.0,4.0,44.5,Big Spenders
KH4775,641.0,3.0,17.6,One-time Shoppers
KH4776,66.0,17.0,125.7,Loyal Customers
KH4778,128.0,15.0,146.4,Loyal Customers
KH4779,51.0,16.0,117.9,Potential Loyalists
KH4780,102.0,20.0,127.22,Loyal Customers
KH4781,38.0,6.0,67.1,Potential Loyalists
KH4782,136.0,10.0,88.05,Big Spenders
KH4783,69.0,21.0,190.16,Loyal Customers
KH4784,110.0,5.0,114.0,Potential Loyalists
KH4785,108.0,12.0,109.42,Potential Loyalists
KH4786,395.0,7.0,76.1,Churned Customers
KH4787,140.0,12.0,117.9,Big Spenders
KH4788,246.0,13.0,152.02,Big Spenders
KH4789,110.0,11.0,207.05,Loyal Customers
KH4790,137.0,11.0,53.39,Big Spenders
KH4791,671.0,4.0,24.4,One-time Shoppers
KH4792,163.0,4.0,18.7,Big Spenders
KH4793,36.0,10.0,107.4,Potential Loyalists
KH4794,64.0,11.0,68.8,Potential Loyalists
KH4795,153.0,2.0,13.5,Big Spenders
KH4796,127.0,14.0,95.6,Big Spenders
KH4797,179.0,11.0,141.6,Big Spenders
KH4798,39.0,8.0,45.84,Potential Loyalists
KH4799,252.0,19.0,171.85,Big Spenders
KH4800,6.0,15.0,205.6,Loyal Customers
KH4801,148.0,5.0,29.2,Big Spenders
KH4802,507.0,2.0,30.0,One-time Shoppers
KH4803,365.0,6.0,19.0,Churned Customers
KH4804,3.0,17.0,167.54,Loyal Customers
KH4805,78.0,4.0,12.0,Potential Loyalists
KH4806,36.0,11.0,87.0,Potential Loyalists
KH4807,195.0,13.0,144.0,Big Spenders
KH4808,132.0,11.0,91.08,Big Spenders
KH4809,93.0,12.0,99.26,Potential Loyalists
KH4810,137.0,4.0,37.4,Big Spenders
KH4811,58.0,7.0,32.9,Potential Loyalists
KH4812,217.0,15.0,105.3,Big Spenders
KH4813,148.0,7.0,73.9,Big Spenders
KH4814,108.0,15.0,112.5,Potential Loyalists
KH4815,705.0,2.0,47.9,One-time Shoppers
KH4816,152.0,2.0,3.2,Big Spenders
KH4817,10.0,12.0,102.0,Potential Loyalists
KH4818,285.0,8.0,43.5,Churned Customers
KH4819,90.0,12.0,71.05,Potential Loyalists
KH4820,23.0,18.0,133.8,Loyal Customers
KH4821,32.0,14.0,97.59,Potential Loyalists
KH4822,179.0,12.0,50.8,Big Spenders
KH4823,470.0,8.0,67.46,One-time Shoppers
KH4824,559.0,2.0,11.6,One-time Shoppers
KH4825,45.0,14.0,160.0,Loyal Customers
KH4826,198.0,13.0,180.3,Big Spenders
KH4827,33.0,14.0,108.7,Potential Loyalists
KH4828,80.0,24.0,205.01,Loyal Customers
KH4829,57.0,5.0,27.4,Potential Loyalists
KH4830,372.0,8.0,36.7,Churned Customers
KH4831,47.0,28.0,263.65,Loyal Customers
KH4832,27.0,13.0,140.02,Loyal Customers
KH4833,295.0,7.0,57.95,Churned Customers
KH4834,247.0,2.0,7.8,Big Spenders
KH4835,21.0,14.0,80.84,Potential Loyalists
KH4836,47.0,19.0,242.0,Loyal Customers
KH4837,28.0,10.0,86.8,Potential Loyalists
KH4838,333.0,8.0,75.3,Churned Customers
KH4839,11.0,8.0,45.34,Potential Loyalists
KH4840,208.0,10.0,79.4,Big Spenders
KH4841,13.0,11.0,46.9,Potential Loyalists
KH4842,22.0,12.0,79.89,Potential Loyalists
KH4843,231.0,11.0,104.85,Big Spenders
KH4844,310.0,2.0,23.4,Churned Customers
KH4845,79.0,8.0,102.2,Potential Loyalists
KH4846,391.0,5.0,15.0,Churned Customers
KH4847,330.0,9.0,46.42,Churned Customers
KH4848,77.0,6.0,48.5,Potential Loyalists
KH4849,227.0,7.0,48.64,Big Spenders
KH4850,168.0,4.0,41.9,Big Spenders
KH4851,10.0,14.0,145.2,Loyal Customers
KH4852,131.0,20.0,108.8,Big Spenders
KH4853,87.0,12.0,123.6,Loyal Customers
KH4854,372.0,8.0,44.35,Churned Customers
KH4855,243.0,10.0,108.8,Big Spenders
KH4856,346.0,8.0,51.85,Churned Customers
KH4857,155.0,4.0,35.1,Big Spenders
KH4858,318.0,6.0,50.6,Churned Customers
KH4859,112.0,8.0,112.0,Potential Loyalists
KH4860,411.0,14.0,72.16,Churned Customers
KH4861,108.0,6.0,34.4,Potential Loyalists
KH4862,229.0,12.0,95.3,Big Spenders
KH4863,0.0,4.0,36.1,Potential Loyalists
KH4864,26.0,25.0,150.58,Loyal Customers
KH4865,408.0,5.0,71.5,Churned Customers
KH4866,131.0,6.0,27.1,Big Spenders
KH4867,62.0,11.0,180.0,Loyal Customers
KH4868,242.0,13.0,51.7,Big Spenders
KH4869,271.0,10.0,82.3,Big Spenders
KH4870,547.0,6.0,24.4,One-time Shoppers
KH4871,45.0,7.0,100.12,Potential Loyalists
KH4872,432.0,12.0,111.62,Churned Customers
KH4873,118.0,8.0,69.2,Potential Loyalists
KH4874,7.0,5.0,43.95,Potential Loyalists
KH4875,65.0,29.0,249.6,Loyal Customers
KH4876,312.0,8.0,61.9,Churned Customers
KH4877,54.0,21.0,147.41,Loyal Customers
KH4878,100.0,7.0,71.8,Potential Loyalists
KH4879,79.0,9.0,99.15,Potential Loyalists
KH4880,475.0,6.0,127.1,One-time Shoppers
KH4881,155.0,8.0,59.94,Big Spenders
KH4882,60.0,4.0,36.6,Potential Loyalists
KH4883,124.0,10.0,99.52,Big Spenders
KH4884,699.0,2.0,26.3,One-time Shoppers
KH4885,75.0,2.0,16.4,Potential Loyalists
KH4886,338.0,10.0,121.31,Churned Customers
KH4887,413.0,6.0,47.9,Churned Customers
KH4888,320.0,6.0,39.55,Churned Customers
KH4889,330.0,3.0,6.4,Churned Customers
KH4890,107.0,12.0,93.6,Potential Loyalists
KH4891,85.0,13.0,111.1,Potential Loyalists
KH4892,261.0,12.0,96.2,Big Spenders
KH4893,304.0,8.0,109.9,Churned Customers
KH4894,7.0,8.0,81.0,Potential Loyalists
KH4895,114.0,11.0,42.6,Potential Loyalists
KH4896,67.0,8.0,71.3,Potential Loyalists
KH4897,400.0,8.0,79.6,Churned Customers
KH4898,157.0,6.0,57.2,Big Spenders
KH4899,292.0,10.0,74.9,Churned Customers
KH4900,455.0,4.0,26.1,One-time Shoppers
KH4901,319.0,8.0,70.0,Churned Customers
KH4902,258.0,6.0,25.0,Big Spenders
KH4903,22.0,8.0,48.1,Potential Loyalists
KH4904,389.0,2.0,14.5,Churned Customers
KH4905,35.0,2.0,33.2,Potential Loyalists
KH4906,91.0,11.0,107.34,Potential Loyalists
KH4907,253.0,5.0,29.7,Big Spenders
KH4908,224.0,7.0,74.19,Big Spenders
KH4909,65.0,6.0,55.7,Potential Loyalists
KH4910,35.0,6.0,74.9,Potential Loyalists
KH4911,357.0,10.0,50.75,Churned Customers
KH4913,151.0,7.0,31.4,Big Spenders
KH4914,31.0,10.0,98.76,Potential Loyalists
KH4915,103.0,16.0,88.4,Potential Loyalists
KH4916,304.0,13.0,141.5,Churned Customers
KH4917,393.0,6.0,45.4,Churned Customers
KH4918,337.0,5.0,17.7,Churned Customers
KH4919,275.0,8.0,58.9,Churned Customers
KH4920,312.0,4.0,19.0,Churned Customers
KH4922,13.0,10.0,106.0,Potential Loyalists
KH4923,98.0,13.0,93.07,Potential Loyalists
KH4924,107.0,14.0,87.4,Potential Loyalists
KH4925,377.0,11.0,87.89,Churned Customers
KH4926,405.0,2.0,2.9,Churned Customers
KH4927,72.0,5.0,29.2,Potential Loyalists
KH4928,134.0,3.0,68.4,Big Spenders
KH4929,156.0,14.0,86.95,Big Spenders
KH4930,504.0,3.0,18.7,One-time Shoppers
KH4931,240.0,14.0,68.1,Big Spenders
KH4932,40.0,14.0,95.9,Potential Loyalists
KH4933,306.0,21.0,113.05,Churned Customers
KH4934,60.0,8.0,37.0,Potential Loyalists
KH4935,272.0,8.0,62.4,Churned Customers
KH4936,290.0,4.0,31.1,Churned Customers
KH4937,185.0,16.0,172.04,Big Spenders
KH4938,20.0,16.0,124.87,Potential Loyalists
KH4939,77.0,17.0,111.5,Potential Loyalists
KH4940,131.0,8.0,82.75,Big Spenders
KH4941,319.0,26.0,194.04,Churned Customers
KH4942,37.0,10.0,98.1,Potential Loyalists
KH4943,155.0,6.0,34.1,Big Spenders
KH4944,88.0,9.0,53.05,Potential Loyalists
KH4945,150.0,2.0,12.0,Big Spenders
KH4946,56.0,18.0,162.5,Loyal Customers
KH4947,42.0,14.0,154.25,Loyal Customers
KH4948,586.0,4.0,27.6,One-time Shoppers
KH4949,134.0,2.0,15.2,Big Spenders
KH4950,252.0,9.0,52.72,Big Spenders
KH4951,36.0,13.0,137.6,Loyal Customers
KH4952,69.0,15.0,172.5,Loyal Customers
KH4953,81.0,16.0,144.9,Loyal Customers
KH4954,97.0,8.0,60.0,Potential Loyalists
KH4955,385.0,6.0,39.8,Churned Customers
KH4956,405.0,8.0,45.3,Churned Customers
KH4957,515.0,6.0,63.4,One-time Shoppers
KH4958,172.0,13.0,189.7,Loyal Customers
KH4959,183.0,12.0,98.1,Big Spenders
KH4960,133.0,9.0,36.0,Big Spenders
KH4961,423.0,2.0,16.2,Churned Customers
KH4962,276.0,11.0,118.8,Big Spenders
KH4963,366.0,8.0,69.1,Churned Customers
KH4964,30.0,4.0,23.15,Potential Loyalists
KH4965,80.0,4.0,59.9,Potential Loyalists
KH4966,339.0,6.0,55.6,Churned Customers
KH4967,98.0,12.0,151.4,Loyal Customers
KH4968,47.0,7.0,121.2,Potential Loyalists
KH4969,218.0,13.0,94.36,Big Spenders
KH4970,144.0,7.0,70.5,Big Spenders
KH4971,227.0,6.0,41.4,Big Spenders
KH4972,327.0,13.0,138.7,Churned Customers
KH4973,581.0,3.0,16.4,One-time Shoppers
KH4974,420.0,4.0,34.24,Churned Customers
KH4975,58.0,13.0,110.7,Potential Loyalists
KH4976,166.0,7.0,88.4,Big Spenders
KH4977,132.0,9.0,72.85,Big Spenders
KH4978,711.0,2.0,42.6,One-time Shoppers
KH4979,250.0,7.0,28.6,Big Spenders
KH4980,492.0,2.0,20.75,One-time Shoppers
KH4981,354.0,10.0,101.6,Churned Customers
KH4982,151.0,3.0,9.6,Big Spenders
KH4983,382.0,6.0,29.22,Churned Customers
KH4984,248.0,7.0,22.15,Big Spenders
KH4985,4.0,8.0,25.97,Potential Loyalists
KH4986,332.0,12.0,86.95,Churned Customers
KH4987,357.0,7.0,26.4,Churned Customers
KH4988,10.0,18.0,135.4,Loyal Customers
KH4989,194.0,10.0,86.2,Big Spenders
KH4990,16.0,8.0,99.4,Potential Loyalists
KH4991,373.0,10.0,61.34,Churned Customers
KH4992,193.0,11.0,133.9,Big Spenders
KH4993,324.0,10.0,96.78,Churned Customers
KH4994,325.0,2.0,13.5,Churned Customers
KH4995,576.0,4.0,29.0,One-time Shoppers
KH4996,36.0,10.0,28.5,Potential Loyalists
KH4997,3.0,6.0,93.0,Potential Loyalists
KH4998,77.0,2.0,33.0,Potential Loyalists
KH4999,4.0,16.0,164.86,Loyal Customers
KH5000,323.0,7.0,21.8,Churned Customers
KH5001,10.0,100.0,150.0,Loyal Customers
KH5002,100.0,5.0,293.0,Loyal Customers
KH5003,352.0,15.0,207.0,Churned Customers
KH5004,321.0,11.0,280.0,Churned Customers
KH5005,587.0,23.0,219.0,One-time Shoppers
KH5006,456.0,22.0,330.0,Churned Customers
KH5007,200.0,20.0,332.0,Loyal Customers
KH5008,100.0,9.0,100.0,Potential Loyalists
KH5009,263.0,18.0,100.0,Big Spenders
KH5010,209.0,21.0,100.0,Big Spenders
KH5011,351.0,15.0,100.0,Churned Customers
KH5012,275.0,27.0,187.0,Big Spenders
KH5013,100.0,9.0,100.0,Potential Loyalists
KH5014,263.0,18.0,100.0,Big Spenders
KH5015,209.0,21.0,100.0,Big Spenders
KH5016,351.0,15.0,100.0,Churned Customers
KH5017,275.0,27.0,187.0,Big Spenders
KH5018,170.0,40.0,300.0,Loyal Customers
KH5019,500.0,50.0,600.0,Churned Customers
KH5020,290.0,23.0,100.0,Churned Customers
